0.504448, 0.751955E-1, 71.2391, 0.429011, 0.126998E+15, 0.687361E+33, 953.090, 82.7669, 0.148939E-1, 0.139176E-1
0.505458, 0.753461E-1, 71.3826, 0.431014, 0.127254E+15, 0.690571E+33, 953.117, 82.8670, 0.149218E-1, 0.139582E-1
0.506470, 0.754969E-1, 71.5263, 0.433027, 0.127510E+15, 0.693796E+33, 953.143, 82.9673, 0.149498E-1, 0.140084E-1
0.507484, 0.756481E-1, 71.6704, 0.435050, 0.127767E+15, 0.697037E+33, 953.170, 83.0676, 0.149779E-1, 0.140389E-1
0.508500, 0.757995E-1, 71.8148, 0.437083, 0.128024E+15, 0.700294E+33, 953.197, 83.1679, 0.150060E-1, 0.140789E-1
0.509518, 0.759513E-1, 71.9594, 0.439126, 0.128282E+15, 0.703568E+33, 953.224, 83.2684, 0.150343E-1, 0.141286E-1
0.510538, 0.761033E-1, 72.1044, 0.441179, 0.128540E+15, 0.706857E+33, 953.251, 83.3689, 0.150626E-1, 0.141586E-1
0.511560, 0.762557E-1, 72.2496, 0.443243, 0.128799E+15, 0.710163E+33, 953.278, 83.4695, 0.150910E-1, 0.142149E-1
0.512584, 0.764083E-1, 72.3951, 0.445316, 0.129059E+15, 0.713486E+33, 953.305, 83.5701, 0.151195E-1, 0.142474E-1
0.513610, 0.765613E-1, 72.5410, 0.447400, 0.129319E+15, 0.716825E+33, 953.332, 83.6709, 0.151481E-1, 0.142838E-1
0.514638, 0.767146E-1, 72.6871, 0.449495, 0.129579E+15, 0.720181E+33, 953.360, 83.7717, 0.151768E-1, 0.143395E-1
0.515669, 0.768682E-1, 72.8335, 0.451600, 0.129840E+15, 0.723553E+33, 953.387, 83.8725, 0.152055E-1, 0.143784E-1
0.516701, 0.770220E-1, 72.9802, 0.453715, 0.130102E+15, 0.726942E+33, 953.415, 83.9734, 0.152344E-1, 0.144172E-1
0.517736, 0.771762E-1, 73.1272, 0.455841, 0.130364E+15, 0.730348E+33, 953.442, 84.0744, 0.152633E-1, 0.144626E-1
0.518772, 0.773308E-1, 73.2746, 0.457977, 0.130627E+15, 0.733771E+33, 953.470, 84.1755, 0.152923E-1, 0.144912E-1
0.519811, 0.774856E-1, 73.4222, 0.460124, 0.130890E+15, 0.737211E+33, 953.498, 84.2766, 0.153214E-1, 0.145461E-1
0.520851, 0.776407E-1, 73.5701, 0.462282, 0.131153E+15, 0.740669E+33, 953.525, 84.3779, 0.153506E-1, 0.145909E-1
0.521894, 0.777961E-1, 73.7183, 0.464451, 0.131418E+15, 0.744143E+33, 953.553, 84.4791, 0.153798E-1, 0.146356E-1
0.522939, 0.779519E-1, 73.8668, 0.466630, 0.131682E+15, 0.747635E+33, 953.581, 84.5805, 0.154092E-1, 0.146734E-1
0.523986, 0.781079E-1, 74.0156, 0.468821, 0.131948E+15, 0.751145E+33, 953.609, 84.6819, 0.154386E-1, 0.147245E-1
0.525035, 0.782643E-1, 74.1648, 0.471022, 0.132214E+15, 0.754672E+33, 953.637, 84.7834, 0.154681E-1, 0.147520E-1
0.526086, 0.784210E-1, 74.3142, 0.473234, 0.132480E+15, 0.758216E+33, 953.666, 84.8849, 0.154977E-1, 0.148059E-1
0.527139, 0.785780E-1, 74.4639, 0.475458, 0.132747E+15, 0.761779E+33, 953.694, 84.9865, 0.155274E-1, 0.148564E-1
0.528194, 0.787353E-1, 74.6139, 0.477692, 0.133014E+15, 0.765359E+33, 953.722, 85.0882, 0.155572E-1, 0.148933E-1
